Winner_Rank,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Rank,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won,Player1Wins
145,1.090909091,10.31818182,2.454545455,4.590909091,26.45454545,43.5,11.22727273,26.5,3.818181818,8.772727273,31.95454545,71.68181818,69.63636364,54,1.018518519,9.907407407,3.407407407,4.444444444,26.31481481,40.81481481,12.51851852,29.25925926,3.277777778,7.018518519,28.53703704,67.74074074,67.37037037,1
103,0.842105263,9.526315789,1.105263158,4.789473684,22.84210526,37.47368421,14.47368421,31.94736842,3.315789474,7.052631579,28.68421053,68.84210526,66,68,1.148148148,11.40740741,1.777777778,5.111111111,29.92592593,48.96296296,12.59259259,27.55555556,4.148148148,9.148148148,32.92592593,74.33333333,75.44444444,0
14,1.374233129,11.44171779,1.613496933,3.190184049,28.09815951,46.57668712,11.01226994,23.44785276,4.582822086,9.45398773,33.90797546,72.66871166,73.04907975,17,1.367816092,11.63218391,4.813953488,2.91954023,28.22988506,40.17241379,13.44827586,26.56321839,3.310344828,7.379310345,28.47126437,67.35632184,70.24137931,1
53,1,10.14035088,4.01754386,5.578947368,26.03508772,39.50877193,13.45614035,31.36842105,3.298245614,7.912280702,28.94736842,69.28070175,68.43859649,50,1.089285714,11.14285714,3.696428571,4.196428571,27.46428571,41.91071429,13.39285714,28.30357143,3.589285714,8.178571429,30.23214286,71.16071429,71.08928571,1
158,1,9.428571429,1,3.857142857,23.78571429,40.78571429,12.57142857,26.42857143,3.785714286,7.785714286,26.85714286,59.64285714,63.21428571,76,0.952830189,9.91509434,3.481132075,2.113207547,25.62264151,40.68867925,13.08490566,30.25471698,3.377358491,7.735849057,29.71698113,70.4245283,68.4245283,1
18,1.470899471,11.94179894,2.128342246,2.211640212,30.37566138,46.86243386,10.00529101,21.38095238,4.37037037,8.698412698,31.87301587,67.95767196,72.25396825,47,1.173611111,10.86805556,3.430555556,3.722222222,27.125,41.67361111,12.75694444,26.61805556,3.534722222,7.722222222,29.20833333,67.94444444,69.09027778,1
74,0.833333333,10.5,1.130434783,5.041666667,30.33333333,53.91666667,11.41666667,28.75,4.166666667,9.208333333,36.91666667,83.20833333,78.66666667,31,1.3,11.15,1.717948718,3.125,29.1,49.325,10.625,22.675,4.375,9.1,33.4,71.9,73.125,0
38,1.115384615,10.17307692,1.538461538,2.153846154,26.57692308,42.98076923,11,23.78846154,3.673076923,7.884615385,29.59615385,67.61538462,67.17307692,9,1.572727273,12.17272727,3.513761468,3.672727273,28.66363636,42.66363636,13.03636364,27.9,4.390909091,9.590909091,33.56363636,71.62727273,75.26363636,0
36,1.32195122,11.13658537,2.450980392,2.556650246,28.51219512,44.4,11.34146341,23.99512195,3.829268293,8.36097561,30.49268293,69.66341463,70.37073171,6,1.45323741,12.07913669,7.079136691,2.967625899,30.15107914,41.77697842,13.62230216,29.42086331,3.658273381,8.18705036,31.24460432,73.30935252,75.09352518,0
35,1.396551724,11.4612069,1.013157895,1.835497835,29.60344828,48.56465517,10.18534483,21.69827586,4.439655172,9.525862069,33.37068966,72.37068966,73.15948276,31,1.125,10.9296875,3.34375,6.21875,26.84375,41.046875,13.8359375,32.484375,3.953125,8.1640625,31.484375,70.78125,72.1640625,1
43,1.257142857,11.77142857,1.572815534,5.438095238,29.84761905,48.01904762,12.21904762,28.45714286,4.657142857,9.571428571,34.74285714,74.94285714,76.80952381,14,1.608695652,12.5,4.695652174,3.576086957,28.29347826,40.20652174,14.09782609,30.42391304,4.423913043,9.108695652,33.2826087,72.31521739,75.67391304,0
63,1.127659574,11,3.64893617,3.914893617,27.28723404,42.13829787,13.12765957,27.56382979,3.585106383,7.755319149,29.79787234,69.70212766,70.21276596,13,1.380952381,11.71428571,3.142857143,2.923809524,29.27619048,45.11428571,11.48571429,24.82857143,4.2,9.180952381,33.08571429,72.96190476,73.84761905,0
48,1.317073171,11.7804878,1.275,3.05,30.2195122,50.75609756,8.756097561,21.19512195,5.195121951,9.317073171,34.63414634,70.95121951,73.6097561,34,1.195121951,10.75609756,1.75,2.341463415,29.63414634,47.36585366,10.73170732,22.43902439,3.414634146,8.292682927,30.56097561,71.90243902,70.92682927,0
90,1,9.555555556,0.294117647,1.833333333,26.55555556,48.83333333,9.444444444,20.16666667,4,7.444444444,29.44444444,65.88888889,65.44444444,69,1.470588235,12.29411765,8.588235294,4.411764706,29.82352941,38.29411765,15.58823529,32.17647059,2.882352941,7.294117647,29.70588235,74.58823529,75.11764706,0
25,1.376470588,11.41960784,1.051792829,1.81496063,29.71372549,48.66666667,10.34901961,22.02745098,4.360784314,9.392156863,33.21960784,72.7372549,73.34117647,4,1.450757576,11.73106061,2.65648855,2.636363636,28.09090909,43.06439394,12.35984848,26.78409091,4.352272727,9.303030303,33.0719697,71.82575758,73.60984848,1
198,1.444444444,11.88888889,0.777777778,3.444444444,30.11111111,48.22222222,12.22222222,27.11111111,4.444444444,10.22222222,33.33333333,72.22222222,75.66666667,24,1.333333333,11.49122807,2.280701754,3,28.35087719,45.03508772,12.19298246,25.05263158,4.035087719,9.333333333,33.52631579,75.05263158,74.07017544,0
11,1.432258065,11.96774194,4.448051948,2.683870968,29.4516129,43.27096774,13.10322581,25.95483871,3.780645161,8.683870968,32.07096774,73.86451613,74.67741935,113,1,9.2,2.8,4.8,22,36,11.2,26.8,3.4,8.8,27.2,66.2,62,1
52,1.185185185,11.14814815,5,4.037037037,29.59259259,44.40740741,13.44444444,30.62962963,3.518518519,8.444444444,31.48148148,75.18518519,74.51851852,108,0.785714286,9.928571429,0.928571429,2.071428571,30.5,53.78571429,8.5,19.78571429,3.857142857,6.571428571,30.78571429,69.35714286,69.78571429,1
116,0.9,9.88,3.06,3.42,23.16,36.88,16,34.16,3.18,7.68,29.58,71.62,68.78,91,1.366197183,12.38497653,5.009389671,3.849765258,33.01408451,47.11737089,13.57746479,28.28169014,3.394366197,8.023474178,32.15962441,78.19248826,78.8028169,1
11,1.430851064,11.98941799,0.894179894,3.656084656,30.6031746,49.95767196,11.45502646,25.01058201,4.624338624,9.666666667,34.13227513,73.7037037,76.19047619,22,1.229166667,10.8125,3.947916667,4.9375,26.96875,39.70833333,13.84375,31.17708333,3.53125,7.552083333,30.04166667,70.42708333,70.85416667,1
99,0.636363636,9.545454545,2.181818182,3.545454545,27.18181818,47.09090909,9.272727273,21.27272727,3.727272727,8,29.81818182,68,66.27272727,16,1.5,11.84375,2.9375,3.21875,26.03125,39.40625,13.28125,29.15625,4.59375,8.78125,32.21875,68.125,71.53125,0
153,1.016129032,10.37096774,2.951612903,3.838709677,28.22580645,43.0483871,12.22580645,27.12903226,3.161290323,7.838709677,29.66129032,71.25806452,70.11290323,75,1.056603774,10.0754717,1.269230769,4.20754717,26.33962264,43.52830189,12.62264151,28.58490566,3.622641509,7.528301887,29.52830189,68.45283019,68.49056604,1
91,1.25,11,5.25,4.75,26.25,33.625,15.5,32.75,2.5,6.75,28.625,73.125,70.375,700,0,7.2,0.4,3.8,21.4,36.4,12.2,29.6,2,5.2,24.6,65.6,58.2,1
43,1.060606061,10.33333333,3.787878788,5.090909091,26.3030303,39.6969697,13.62121212,31,3.303030303,7.96969697,29.36363636,69.98484848,69.28787879,91,0.862068966,10.65517241,3.928571429,3.310344828,30.20689655,47.10344828,12.06896552,27.37931034,3.206896552,8.551724138,31.62068966,77.44827586,73.89655172,1
30,1.367346939,11.69387755,2.489795918,3.571428571,29.81632653,47.89795918,12.12244898,26.51020408,4.265306122,8.959183673,32.08163265,72.89795918,74.02040816,94,1.25,11.35,5.15,5.5,28.65,42.1,15.65,35.9,3.7,8.2,32.85,78.15,77.15,1
24,1.358695652,11.31407942,1.076923077,1.811594203,29.45848375,48.09025271,10.46931408,22.19855596,4.25631769,9.209386282,32.70758123,72.04693141,72.68953069,22,1.649681529,12.65605096,4.329032258,5.675159236,29.34394904,42.50955414,13.15286624,28.33757962,4.656050955,9.891719745,34.47770701,72.70700637,77.02547771,1
16,1.192307692,11.04615385,2.615384615,3.784615385,28.36153846,45.77692308,12.59230769,27.34615385,3.884615385,8.492307692,32.33076923,73.37692308,73.28461538,6,1.479638009,11.94570136,2.178082192,2.221719457,30.39366516,47.1719457,10.15384615,21.53393665,4.402714932,8.746606335,31.90950226,67.81900452,72.45701357,0
21,1.228395062,11.0308642,2.316770186,2.567901235,28.42592593,45.36419753,12.24691358,26.04938272,3.808641975,8.191358025,30.74074074,70.33950617,71.41358025,58,1.232142857,10.78571429,4.160714286,5.071428571,26.30357143,38.625,14.17857143,31.96428571,3.571428571,7.392857143,29.51785714,69.10714286,70,0
66,1.357894737,11.5625,0.854166667,4.177083333,29.8125,48.80208333,10.86458333,24.61458333,4.53125,9.614583333,33.36458333,71.83333333,74.04166667,105,0.862068966,8.827586207,0.592592593,2,21.82758621,38.89655172,11.37931034,26.37931034,3.724137931,7.413793103,27.5862069,61.48275862,60.79310345,1
6,1.459627329,12.0621118,6.900621118,3.102484472,30.51242236,42.59006211,13.44409938,29.16459627,3.636645963,8.173913043,31.18322981,73.2484472,75.20496894,161,1.131736527,10.88023952,1.976047904,2.77245509,29.97005988,49.63473054,11.21556886,24.05389222,3.670658683,8.179640719,31.32335329,73.69461078,72.51497006,1
80,1.019230769,9.807692308,1.461538462,2.673076923,27.65384615,47.21153846,11.15384615,23.55769231,3.403846154,6.480769231,27.67307692,66.25,66.48076923,292,0.523809524,7.666666667,0.952380952,7.095238095,23.85714286,42.47619048,8.428571429,22.47619048,3.19047619,7.761904762,28.95238095,67.57142857,61.23809524,0
36,1.404411765,11.47058824,2.414814815,2.179104478,28.91176471,44.85294118,11.79411765,24.05147059,3.897058824,8.411764706,31,70.11764706,71.70588235,52,1.263157895,10.78947368,2,2.631578947,25.28947368,39.36842105,14.57894737,31.39473684,3.684210526,7.605263158,30.84210526,70.71052632,70.71052632,1
7,1.470588235,11.94117647,4.406779661,2.789915966,28.64705882,41.98319328,13,25.59663866,3.831932773,8.731092437,31.95798319,72.58823529,73.60504202,46,1.277777778,11.2962963,4.833333333,2.351851852,25.94444444,37.64814815,14.5,30.51851852,3.537037037,7.37037037,29.88888889,70.44444444,70.33333333,1
38,1.185185185,11.20987654,4.271604938,4.358024691,30.30864198,46.14814815,13.98765432,30,3.24691358,8.271604938,30.65432099,74.22222222,74.95061728,23,1.35106383,11.30851064,2.739130435,3.542553191,27.77659574,42.62765957,11.93617021,25.84042553,4.212765957,8.85106383,32.5106383,70.91489362,72.22340426,0
2,1.617021277,12.09361702,2.021276596,2.782051282,27.58297872,42.7787234,11.16170213,23.04255319,4.817021277,9.634042553,33.65106383,69.53191489,72.39574468,15,1.306976744,11.61860465,4.451162791,3.506976744,30.01860465,45.6,13.77209302,28.42325581,3.506976744,8.334883721,30.4744186,72.60465116,74.26511628,0
84,1,9.76,1.2,2.84,24.48,39.44,10.72,25.6,3.68,7.92,30.6,69.08,65.8,70,1.115384615,10.03846154,4.115384615,5.384615385,24.07692308,35.5,14.65384615,31.65384615,3.192307692,6.961538462,27.46153846,64.15384615,66.19230769,0
2,1.840764331,12.61146497,8.248407643,3.445859873,27.64968153,36.61146497,12.61783439,25.41401274,4.312101911,9,31.49044586,66.3566879,71.75796178,59,1.210526316,10.82706767,2.360902256,3.639097744,28.01503759,42.9924812,11.81203008,26.63909774,3.729323308,8.413533835,31.41353383,71.63909774,71.2406015,1
32,1.25,10.5,1.125,3.375,21.875,37.5,11.75,25.75,4.875,10.625,35.625,70.875,69.25,17,1.6,12.6,3,3.2,36.2,57.8,13.2,28.2,4.6,10.6,38,82.4,87.4,0
37,1.317073171,11.75609756,1.731707317,4.756097561,29.7804878,47.82926829,11.85365854,26.53658537,4.487804878,10,34.19512195,73.97560976,75.82926829,6,1.442307692,12.82692308,4.951923077,3.846153846,33.66346154,47.98076923,13.89423077,28.53846154,3.576923077,8.480769231,32.84615385,79.03846154,80.40384615,1
96,1.046875,10.9375,3.65625,4.21875,27.796875,42.640625,13.28125,28.5,3.4375,7.796875,29.75,71.265625,70.828125,11,1.543859649,12.0877193,1.612612613,2.526315789,31,48.8245614,10.86842105,23.22807018,4.543859649,9.745614035,35.14912281,75.24561404,77.01754386,0
181,0.894736842,9.578947368,1.052631579,2.789473684,26.73684211,46.31578947,11.26315789,27.78947368,3.842105263,8.421052632,32.10526316,72.36842105,70.10526316,35,1.34,11.72,1.94,3.12,27.52,44.44,14.78,30.4,4.16,9.06,33.36,76.06,75.66,1
111,0.96,10.4,2.28,3.72,27.16,43.56,10.6,22.96,3.4,8.36,30.72,74.72,68.48,47,1.187878788,10.80606061,2.4,3.860606061,28.53939394,43.8969697,11.75151515,27.03030303,3.721212121,8.448484848,31.66666667,72.6,72.01212121,0
42,1.3,11.4,2.5,3.733333333,28.7,46.73333333,12.86666667,28.1,4.033333333,9.233333333,32.4,75.73333333,73.96666667,104,0.666666667,8.333333333,4.333333333,4.666666667,17.66666667,28.66666667,9,20,3.666666667,7.333333333,25,52.66666667,51.66666667,1
135,1,8.8,1.4,2.6,23,37,12.8,27.4,2.4,4.8,21.8,60.4,57.6,41,1.162162162,11.16216216,3.891891892,4.27027027,29.81081081,46.51351351,14.54054054,31.48648649,3.378378378,8.756756757,31.62162162,75.91891892,75.97297297,1
134,0.9375,10.0625,2.28125,3.25,27.40625,45.5,12.125,25.84375,3.09375,7.75,29.625,72.78125,69.15625,2,1.627802691,12.19282511,2.031390135,2.824324324,27.68161435,42.95067265,11.23318386,23.11659193,4.869955157,9.708520179,33.83408072,69.82511211,72.74887892,0
110,1,9.5,3.5,7.5,24,39.5,15.5,36.5,3.5,10.5,31.5,74,71,38,1.111111111,9.666666667,1.142857143,5.222222222,27.77777778,46.77777778,6.888888889,21.44444444,4.333333333,8.888888889,31.66666667,68.44444444,66.33333333,1
81,1.020833333,10.39583333,3.166666667,3.6875,28.8125,44.75,12.16666667,27.97916667,3.291666667,7.270833333,28.83333333,68.875,69.89583333,31,1.262222222,11.24888889,2.893333333,5.093333333,28.61777778,43.55555556,12.42666667,28.57777778,3.88,8.328888889,31.62222222,72.04888889,72.69333333,0
110,1.125,11.25,5.5,5.1875,29.4375,41.5,13.8125,33.75,3.6875,8.5625,32.3125,76.4375,75.5625,126,1.222222222,10.55555556,0.333333333,3,26.33333333,44.22222222,11.11111111,25.33333333,4.555555556,9.222222222,30.88888889,67.66666667,68.33333333,1
90,1.4,11.6,0.2,3.2,30,50.4,9.6,23.8,5.4,10.2,36.6,73,76.2,150,0.68,8.88,3.12,3.28,27.72,46.4,9.52,22.68,2.6,6.48,27.24,68.16,64.48,1
22,1.410628019,11.55555556,1.024630542,1.90776699,30.11111111,49.3236715,10.26086957,21.92270531,4.439613527,9.618357488,33.51207729,73.04347826,73.88405797,54,1.232142857,11.08928571,4.714285714,2.303571429,25.83928571,37.66071429,14.23214286,30.14285714,3.446428571,7.303571429,29.64285714,70.10714286,69.71428571,1
77,1,9.887096774,2.225806452,3.967741935,27.37096774,43.72580645,11.4516129,25.37096774,3.193548387,7.629032258,29.51612903,70.27419355,68.33870968,135,1,10.4,0.7,4.6,29.7,51.6,12.9,28.7,3.8,8.8,31.2,73.2,73.8,1
163,0.928571429,9.5,1.357142857,4.285714286,24.85714286,41.28571429,11.64285714,26.78571429,3.5,8.214285714,28.85714286,66.57142857,65.35714286,99,1.135135135,10.86486486,1.635135135,5.040540541,27.77027027,46.24324324,11.66216216,26,4.162162162,8.837837838,31.89189189,70.48648649,71.32432432,0
31,1.666666667,13.5,3.166666667,3.333333333,29.33333333,43.5,15,31,5.166666667,10.16666667,37.66666667,76.66666667,82,14,1.9,14,3.3,2.7,32.2,45.6,14.7,28.4,4.7,9.9,36,77.6,82.9,1
35,1.324675325,11.66233766,2.545454545,3.74025974,29.31168831,46.42857143,12.97402597,27.57142857,4.090909091,8.597402597,31.97402597,73.28571429,74.25974026,131,0.75,8.25,3.75,2.25,29.5,51.5,5.75,21.25,3.25,8,32,75.25,67.25,1
42,1.022556391,10.40601504,3.518796992,5.203007519,25.81954887,39.08270677,14.11278195,32.9924812,3.526315789,7.578947368,29.60150376,70.7518797,69.56390977,84,1.25,10.75,3.25,3.166666667,29,44.16666667,14.75,33.41666667,3.416666667,6.416666667,28.75,67.08333333,72.5,1
30,1.175,10.8,1.641666667,4.633333333,27.71666667,45.53333333,10.96666667,24.46666667,4.133333333,8.625,31.30833333,68.68333333,69.99166667,76,1.118421053,10.77631579,2.717105263,2.473684211,27.68421053,43.67763158,13.65131579,29.52631579,3.440789474,7.75,30.11184211,71.75,71.44736842,0
34,1.146153846,10.36153846,1.203125,3.915384615,25.97692308,42.12307692,11.51538462,26.93076923,4.038461538,8.069230769,30.69230769,68.5,68.18461538,121,1.5,13.25,3.5,4.5,30.25,43.75,18.5,35.25,3.75,8,33.25,81.25,82,0
44,1.083333333,10.41666667,2.366197183,4.041666667,28.97222222,45.73611111,10.34722222,23.25,3.555555556,8.416666667,30.36111111,69.55555556,69.68055556,6,1.450549451,12.94505495,5.098901099,4.010989011,34.3956044,49.08791209,13.96703297,28.75824176,3.604395604,8.527472527,32.97802198,79.46153846,81.34065934,0
20,1.405063291,11.49367089,1.688311688,3.050632911,27.87341772,44.96202532,11.41772152,24.32911392,4.405063291,9.518987342,34.10126582,72.69620253,73.39240506,41,1.25,10.96875,3.4375,3.9375,27.71875,41.21875,11.6875,27.5625,3.90625,8.375,30.0625,67.4375,69.46875,1
48,1.145833333,10.79166667,3.368055556,4.405594406,28.31944444,43.20833333,13.07638889,29.51388889,3.479166667,8.013888889,31.00694444,72.29166667,72.40277778,44,1.06,10.16,2.13,3.27,24.62,39.46,13.27,29.01,3.64,8.29,29.93,68.14,67.82,0
46,0.88,10.52,2.88,3.4,27.96,45.52,12.96,30.56,3.72,7.76,30.36,72.32,71.28,122,1.1,9.5,1.2,3.1,24.9,42.5,11,25.3,3.5,6.8,28.6,64.9,64.5,0
8,1.578947368,12.40350877,4.447368421,3.745614035,28.55263158,41.0877193,14.10526316,30.5,4.385964912,9.087719298,33.40350877,72.81578947,76.06140351,115,1.222222222,10.22222222,2.444444444,1.555555556,31.33333333,50.77777778,7.333333333,20.88888889,4,10.11111111,33.44444444,75.11111111,72.11111111,1
10,1.550724638,12.13768116,1.548148148,2.594202899,30.47826087,48.05797101,11.02898551,23.55797101,4.68115942,9.898550725,35.42028986,75.01449275,76.92753623,13,1.425373134,11.46268657,0.9,1.939849624,29.76865672,49.41791045,10.25373134,21.8880597,4.529850746,9.589552239,33.78358209,72.94029851,73.80597015,1
16,1.514084507,12.02816901,3.404255319,3.823943662,28.79577465,43.02816901,12.99295775,28.28873239,4.330985915,9.457746479,33.14788732,71.56338028,74.93661972,20,1.309859155,11.19014085,2.378571429,2.669014085,28.09859155,43.82394366,11.69014085,26.1971831,4.11971831,8.577464789,31.97183099,70.71126761,71.76056338,0
112,1.248554913,10.9132948,2.393063584,3.352601156,26.56069364,41.93063584,13.15606936,28.47976879,3.809248555,8.433526012,31.08092486,70.15028902,70.86127168,1,1.628099174,12.11570248,2.012396694,2.7593361,27.5,42.55785124,11.14049587,22.92561983,4.830578512,9.640495868,33.66115702,69.45454545,72.34710744,0
128,1.2,11.9,1.5,4.3,31.6,54.6,11.9,27.6,5.6,11.4,40.8,81,84.3,217,1,11.5,1.25,1,30.25,54.5,15.75,28.5,3.75,8.25,33.75,78.75,79.75,1
13,1.5,12.10526316,2.305555556,2.473684211,31.65789474,48.21052632,9.342105263,19.71052632,4.315789474,8.842105263,31.60526316,67.60526316,72.60526316,34,0.933333333,9.166666667,2.3,3.266666667,25.23333333,40.66666667,10.93333333,24,3.133333333,7.2,27.96666667,65.93333333,64.13333333,1
57,0.813953488,8.941860465,3.348837209,2.569767442,23.51162791,36.34883721,12.68604651,28.76744186,2.872093023,6.534883721,25.54651163,62.37209302,61.77906977,35,1.157575758,11.4,4.432926829,3.478787879,30.83636364,46.42424242,12.37575758,27.48484848,3.490909091,7.812121212,30.19393939,72.52121212,73.44848485,0
74,1.05952381,10.78571429,1.904761905,4.880952381,29.51190476,47.67857143,11.42857143,26.5952381,3.761904762,9.05952381,32.75,74.45238095,73.69047619,11,1.502109705,11.65400844,2.455696203,1.447257384,27.47257384,42.08016878,11.11814346,23.54852321,4.489451477,8.852320675,31.61181435,65.89873418,70.20253165,0
150,0.965517241,9.724137931,1.24137931,5.379310345,25.79310345,43.24137931,10.24137931,26.31034483,4.034482759,9,30.10344828,67.65517241,66.13793103,202,1,8,2,3.4,17,34.2,8.4,22.6,5,8.8,30.8,58.6,56.2,0
419,1,9,4.5,5.5,20,27,7.5,20.5,3.5,5.5,21.5,47,49,14,1.450549451,12.14285714,6.582417582,3.065934066,30.15384615,42.45054945,14.41758242,30.6043956,3.67032967,8.263736264,31.74725275,75.15384615,76.31868132,0
148,1.166666667,10.75,2.666666667,2.75,26.25,43.5,12.58333333,26.66666667,4.333333333,9.083333333,32.5,69,71.33333333,85,1,9.818181818,2.272727273,2.5,25.59090909,41,13.77272727,28.86363636,2.863636364,7.181818182,27.68181818,68.36363636,67.04545455,1
21,1.50877193,12.07017544,2.5,4.947368421,32.19298246,48.71929825,9.561403509,22.85964912,4.614035088,9.614035088,33.33333333,70.75438596,75.0877193,4,1.576470588,12.24705882,4.647058824,3.764705882,29.49411765,42.27058824,13.04705882,26.01176471,3.823529412,8.729411765,30.16470588,68.70588235,72.70588235,1
86,1.26754386,11.32894737,4.346491228,3.464912281,28.60964912,42.50438596,13.65789474,27.59210526,3.285087719,7.368421053,29.18859649,70.08333333,71.46929825,46,1.100840336,11.00840336,4.403361345,2.512605042,28.23529412,42.73109244,13.94957983,29.05882353,3.168067227,7.352941176,29.4789916,71.98319328,71.67226891,0
73,1.042105263,10.09473684,1.276595745,2.221052632,27.25263158,45.98947368,10.82105263,23.49473684,3.747368421,7.726315789,29.72631579,67.81052632,67.8,17,1.451428571,11.90857143,2.10982659,2.211428571,30.38285714,46.94285714,10.10857143,21.56,4.331428571,8.662857143,31.76,68,72.25142857,0
53,1.27027027,12.59459459,0.675675676,3,30.75675676,53.54054054,12.37837838,26.21621622,5.189189189,11.45945946,39.02702703,83.24324324,82.16216216,70,1.112244898,10.40816327,2.214285714,1.826530612,25.5,41.35714286,12.73469388,28.64285714,3.857142857,8.142857143,30.62244898,69.09183673,68.85714286,1
24,1.490566038,12.09433962,2.519230769,5.113207547,32.33962264,49.24528302,9.622641509,23.01886792,4.641509434,9.547169811,33.64150943,71.28301887,75.60377358,38,1.118421053,10.73684211,4.25,4.789473684,27.84210526,41.39473684,13.44736842,30.75,3.368421053,7.934210526,29.48684211,70.43421053,70.77631579,1
71,0.859649123,9.201754386,3.631578947,2.587719298,24.37719298,37.5877193,13.01754386,29.36842105,2.877192982,6.50877193,25.78947368,63.51754386,63.21052632,82,1.235294118,11.32843137,1.53960396,3.403940887,29.36764706,48.65196078,10.98529412,24.39705882,4.416666667,9.470588235,34.12745098,74.11764706,74.55392157,0
206,1.111111111,10.11111111,0.222222222,4.888888889,20.55555556,36.55555556,13,29.44444444,4.555555556,10.66666667,32.66666667,66.88888889,66.22222222,21,1.415254237,11.59322034,0.140350877,1.282051282,32.90677966,59.77118644,5.847457627,13.11016949,5.330508475,10.27966102,36.02542373,72.39830508,74.77966102,0
2,1.525316456,11.60126582,2.487341772,1.316455696,27.4556962,42.16455696,10.65189873,22.37974684,4.487341772,8.778481013,31.18987342,64.47468354,69.29746835,120,0.906976744,9.941860465,2.141176471,4.220930233,27.79069767,45.27906977,11.38372093,28.04651163,3.581395349,8.11627907,30.65116279,71.43023256,69.8255814,1
35,1.222222222,10.80555556,2,3.361111111,27.30555556,43.13888889,11.25,26.36111111,4.083333333,8.5,31.66666667,70.27777778,70.22222222,72,0.96,10.32,4.52,2.12,26.96,41.48,12.92,30.48,3.24,8.24,31.96,76.76,71.84,1
29,1.122641509,10.9245283,4.330188679,4.849056604,27.96226415,41.20754717,13.62264151,31.35849057,3.443396226,8.141509434,29.97169811,71.45283019,71.55660377,74,1.028571429,10.22857143,1.2,3.885714286,24.08571429,37.65714286,13,28.71428571,3.714285714,7.771428571,29.57142857,67.57142857,66.65714286,0
25,1.1,11.26,4.373737374,3.43,30.56,46.69,12.11,26.93,3.56,8.13,30.93,73.61,73.6,56,1.054794521,10.54794521,2.068493151,4.684931507,27.97260274,44.57534247,12.53424658,28.94520548,3.753424658,8.356164384,30.89041096,70.80821918,71.39726027,0
72,1,7.666666667,2.111111111,4.111111111,19.11111111,33.44444444,9.222222222,21,3,5.666666667,25.44444444,58,53.77777778,4,1.5,11.7,2.5,0.9,27.4,42.4,10.5,22.6,4.7,9.2,31,61.8,68.9,0
2,1.629464286,12.19196429,2.022321429,2.829596413,27.67410714,42.95982143,11.21428571,23.08928571,4.870535714,9.714285714,33.83035714,69.79910714,72.71875,16,1.262626263,10.75757576,2.171717172,2.434343434,25.33333333,40.03030303,13.36363636,28.66666667,3.878787879,7.808080808,30.12121212,67.7979798,68.81818182,1
28,1.379844961,12.51937984,4.875968992,3.868217054,33.48062016,47.5503876,13.60465116,28.10077519,3.395348837,8.11627907,32.42635659,78.89147287,79.51162791,42,1.354330709,11.37795276,2.291338583,3.228346457,26.92913386,41.88188976,13.02362205,27.90551181,4.023622047,8.559055118,31.82677165,70.5511811,71.77952756,0
166,1.230769231,11.46153846,2.125,3.692307692,31.53846154,50.88461538,9.346153846,23.03846154,4.307692308,8.384615385,32.26923077,72.15384615,73.15384615,71,1.157303371,10.69662921,2.292134831,1.820224719,25.79775281,41.05617978,12.79775281,28.73033708,3.95505618,8.449438202,31.46067416,70.03370787,70.05617978,0
29,1.385245902,11.45901639,1.0375,1.810699588,29.68852459,48.6352459,10.27868852,21.88934426,4.397540984,9.471311475,33.35245902,72.82377049,73.38114754,80,1.073170732,11.35365854,2.170731707,4.926829268,30.62195122,49.01219512,11.8902439,27.8902439,4.048780488,8.329268293,32.3902439,75.2195122,75.08536585,1
84,1.272727273,11.45454545,1.272727273,2.454545455,29.36363636,46.36363636,11.18181818,24,4.181818182,9.272727273,35.36363636,80.81818182,75.90909091,138,1,10,0.833333333,3,33.33333333,55.5,12,26.33333333,2.833333333,6.5,25.16666667,65.16666667,70.5,1
22,1.360824742,11.6185567,4.577319588,3.041237113,28.10309278,41.02061856,13.91752577,26.82474227,3.453608247,7.505154639,29.91752577,69.88659794,71.93814433,94,0.952380952,9.80952381,1.19047619,4.095238095,29.80952381,49.33333333,10.42857143,25.52380952,3.428571429,8.666666667,30.04761905,70.19047619,70.28571429,1
43,1.319018405,11.10429448,2.450617284,2.341614907,28.28220859,44.0797546,11.44785276,23.77300613,3.779141104,8.061349693,30.01226994,68.55828221,69.74233129,19,1.092592593,10.71296296,3.342592593,4.305555556,26.40740741,40.73148148,13.18518519,29.48148148,3.888888889,8.638888889,32.02777778,72,71.62037037,0
13,1.375,11.66346154,3.067307692,2.932692308,29.20192308,44.94230769,11.39423077,24.74038462,4.182692308,9.201923077,32.96153846,72.67307692,73.55769231,71,1.108108108,10.2027027,1.424657534,2.27027027,26.83783784,44.81081081,10.95945946,23.60810811,3.864864865,7.986486486,30.16216216,67.91891892,67.95945946,1
